"tract_geoid","state_fips","state_name","pfoa_average","pfoa_observation_count","station_count","total_population","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","aian_non_hispanic_pct","asian_non_hispanic_pct","nhpi_non_hispanic_pct","other_race_non_hispanic_pct","multiracial_non_hispanic_pct","hispanic_or_latino_pct","median_household_income"
"06071980200","06","California","5210","2","2","4161","83.4174477289113","16.5825522710887","24.6094688776736","4.42201393895698","3.0761836097092","0.264359528959385","0","0","51.0454217736121",""
"06073002712","06","California","18","2","2","5309","90.5820305142211","9.41796948577887","19.9849312488228","0","17.2537200979469","0","0.621585986061405","0.979468826521002","51.7423243548691","52688"
"06073003201","06","California","16","2","2","5335","89.1846298031865","10.8153701968135","14.8641049671978","0.0937207122774133","25.8669165885661","4.47985004686036","0","13.2146204311153","30.6654170571696","83169"
"06073003209","06","California","190","2","2","5436","76.9683590875644","23.0316409124356","11.5158204562178","0","32.7814569536424","2.72259013980868","0.0183958793230316","9.98896247240618","19.9411331861663","85700"
"06073003213","06","California","8","2","2","3984","91.8674698795181","8.13253012048193","22.9417670682731","0","47.464859437751","0","0","2.71084337349398","18.75","137870"
"06073005602","06","California","23","2","2","2096","46.3740458015267","53.6259541984733","2.09923664122137","0","12.0229007633588","0","1.76526717557252","2.33778625954198","28.1488549618321","104896"
"06073006200","06","California","59700","2","2","28","78.5714285714286","21.4285714285714","25","53.5714285714286","0","0","0","0","0",""
"06073007601","06","California","11","2","2","1756","12.5284738041002","87.4715261958998","0.626423690205011","0.968109339407745","0.398633257403189","2.33485193621868","0","3.98633257403189","4.21412300683371","114034"
"06073009400","06","California","793.333333333333","6","6","4394","58.1019572143832","41.8980427856168","16.0901228948566","0.864815657715066","3.25443786982249","0.318616294947656","0.227583067819754","6.16750113791534","31.1788802913063","89893"
"06073009504","06","California","170","2","2","6428","47.1686372121966","52.8313627878034","2.45799626633479","0","22.8842563783447","0","0.311138767890479","5.94275046670815","15.5724953329185","250001"
"06073011300","06","California","1989","2","2","2304","54.0364583333333","45.9635416666667","13.0642361111111","0.260416666666667","7.72569444444444","1.99652777777778","0","3.21180555555556","27.7777777777778","111397"
"06073011602","06","California","22","2","2","3811","85.2007347152978","14.7992652847022","6.19260036735765","0.55103647336657","8.00314877984781","0","0","0.393597480976122","70.0603516137497","61854"
"06073013308","06","California","2","2","2","3901","95.3857985132017","4.61420148679826","3.40938220968982","0","7.7416047167393","0","0.0512689054088695","0.435785695975391","83.7477569853884","101979"
"06073013317","06","California","66.5","4","4","18047","85.9256386102953","14.0743613897047","6.49969524020613","0","32.9583864354186","0","0.58181415193661","2.90352967252175","42.9822131102122","129469"
"06073013506","06","California","110","2","2","4331","55.7377049180328","44.2622950819672","3.64811821750173","0","7.73493419533595","0.484876471946433","2.00877395520665","4.5255137381667","37.3354883398753","111304"
"06073016201","06","California","15","2","2","5537","18.8188549756186","81.1811450243814","2.31172114863645","0","0.740473180422612","0.288965143579556","0.216723857684667","5.94184576485461","9.31912588044067","130852"
"06073017010","06","California","20","2","2","3113","29.5534853838741","70.4465146161259","0.32123353678124","0","7.3562479922904","0.224863475746868","2.76260841631866","7.74172823642788","11.146803726309","214398"
"06073017112","06","California","7600","2","2","2319","39.370418283743","60.629581716257","0.646830530401035","0.517464424320828","14.4890038809832","0","0.86244070720138","7.58947822337214","15.2652005174644","250001"
"06073018509","06","California","22","2","2","5559","82.6947292678539","17.3052707321461","10.1996762007555","0","6.17017449181507","2.23061701744918","0.449721172872819","5.00089944234575","58.6436409426156","71371"
"06073018700","06","California","24","2","2","40415","52.7922800940245","47.2077199059755","7.19039960410739","1.29654831127057","6.0695286403563","0.358777681553879","1.17035754051713","4.74823704070271","31.9584312755165","67156"
"06073019105","06","California","11","2","2","7971","42.9557144649354","57.0442855350646","3.29946054447372","1.25454773554134","11.5794755990465","0","0.439091707439468","4.65437209885836","21.728766779576","122109"
"06073019209","06","California","15","2","2","2792","39.2908309455587","60.7091690544413","4.22636103151862","0","5.73065902578797","0","0.214899713467049","4.2621776504298","24.8567335243553","140417"
"06073020029","06","California","110","2","2","7007","74.1116026830313","25.8883973169687","1.74111602683031","0.827743684886542","8.76266590552305","0","0","5.97973455116312","56.8003425146282","77449"
"06073020807","06","California","680","2","2","2950","38.4406779661017","61.5593220338983","0.0677966101694915","0.372881355932203","2.50847457627119","0","2.10169491525424","6.06779661016949","27.3220338983051","128177"
"06073021202","06","California","52","2","2","3238","28.9376158122298","71.0623841877702","0.80296479308215","2.19271155033972","0.277949351451513","0.432365657813465","0.86473131562693","5.68252007411983","18.6843730697962","91597"
"06073022101","06","California","110","2","2","2514","29.5147175815434","70.4852824184566","1.43198090692124","0","5.44948289578361","3.38106603023071","0","15.115354017502","4.13683373110581","190469"
"06075980600","06","California","21","2","2","1295","81.6216216216216","18.3783783783784","22.007722007722","0","36.5250965250965","0","1.6988416988417","7.02702702702703","14.3629343629344","154375"
"06077004800","06","California","1100","2","2","5333","43.8027376711044","56.1972623288956","1.89386836677292","0","1.38758672417026","0","0","2.34389649353085","38.1773860866304","103284"
"06077005131","06","California","7000","2","2","6967","63.9730156451844","36.0269843548156","10.6502081240132","0.574135208841682","9.18616334146692","0","1.59322520453567","4.23424716520741","37.7350366011196","92500"
"06077005502","06","California","3","2","2","5279","85.7359348361432","14.2640651638568","3.67493843530972","0","57.7192650123129","1.17446486076909","0","4.07274104944118","19.0945254783103","197083"
"06079011505","06","California","290","2","2","5040","32.2222222222222","67.7777777777778","2.87698412698413","0.138888888888889","3.92857142857143","0.515873015873016","0.674603174603175","5.1984126984127","18.8888888888889","117695"
"06079013100","06","California","14","2","2","6475","19.4440154440154","80.5559845559846","0.123552123552124","0","0.277992277992278","0","0.540540540540541","4.78764478764479","13.7142857142857","109631"
"06081600100","06","California","130","2","2","5295","60.8498583569405","39.1501416430595","0.0188857412653447","0","36.7705382436261","0.28328611898017","0.339943342776204","6.66666666666667","16.7705382436261","156310"
"06081601000","06","California","2","2","2","7500","86.4","13.6","2.72","0","56.7866666666667","0.946666666666667","5.18666666666667","4.21333333333333","16.5466666666667","126406"
"06081605400","06","California","480","2","2","6557","44.578313253012","55.421686746988","0","0.122007015403386","22.0985206649382","0.305017538508464","1.46408418484063","2.79091047735245","17.7977733719689","166972"
"06081611700","06","California","360","2","2","6627","91.202655802022","8.79734419797797","5.52286102308737","0","19.7072581862079","0","0","3.9082541119662","62.0642824807605","158333"
"06081613501","06","California","33","2","2","4379","51.7926467229961","48.2073532770039","0.479561543731446","0","8.17538250742179","0.159853847910482","0","5.36652203699475","37.6113267869377","172869"
"06081984300","06","California","226","2","2","0","","","","","","","","","",""
"06083002011","06","California","169","2","2","6017","74.7881003822503","25.2118996177497","0.0997174671763337","0.432109024430779","3.02476317101546","0","0.0997174671763337","2.89180654811368","68.2399867043377","103185"
"06083002211","06","California","10","2","2","5894","63.0132337970818","36.9867662029182","1.61180861893451","0.186630471666101","4.29250084832033","0","0","1.44214455378351","55.4801493043773","102589"
"06083002932","06","California","250","2","2","2342","53.8428693424424","46.1571306575576","1.06746370623399","0.170794192997438","10.5892399658412","0","0.426985482493595","1.66524338172502","39.9231426131511","120250"
"06083003102","06","California","39","2","2","3019","52.9314342497516","47.0685657502484","0.927459423650215","0.0331235508446505","0.927459423650215","0","0","3.11361377939715","47.9297780722093","109107"
"06083980000","06","California","79000","2","2","0","","","","","","","","","",""
