PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFDA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFOA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFOS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFNA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFHxS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFHpA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFBS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,lithium,9,µg/L,EPA 200.7,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFTA,0.008,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFDoA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,NFDHA,0.02,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFHxA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,8:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFPeS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFEESA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFMBA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFPeA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFMPA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,6:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFBA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,HFPO-DA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,ADONA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,4:2 FTS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFHpS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100731,SALEM PUBLIC WORKS,L,10731ASR,ASR Facility,GW,ASR,ASR Wells,EP,,,5/20/2024,380-96705-1,PFUnA,0.002,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-01,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-01,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-01,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFPeA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFMPA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-01,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFMBA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFEESA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFHpS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,8:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-01,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-01,lithium,9,µg/L,EPA 200.7,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00001,Well #1 (Carlhaven West),GW,00001,Entry Point to Dist. System,EP,,,12/30/2024,380-128199-6,lithium,9,µg/L,EPA 200.7,<,,SE2,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFMBA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-03,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-03,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFHpS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFEESA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-03,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFPeA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFMPA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,8:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-03,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-03,lithium,9,µg/L,EPA 200.7,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00004,Well #10 (Chemawa),GW,00004,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-02,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-05,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFPeA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,8:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFHpS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-05,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-05,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFMPA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-05,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFEESA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFMBA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,AEE0043-05,lithium,9,µg/L,EPA 200.7,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,6/18/2024,MEF0591-03,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,12/30/2024,380-128199-2,PFTA,0.008,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100744,"KEIZER, CITY OF",L,00005,Well #5 (Cherry Avenue),GW,00005,Entry Point to Dist. System,EP,,,12/30/2024,380-128199-2,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
