Site code	Site type	Sample date (yyyymmdd)	11Cl-PF3OUDS	4:2FTS	6:2FTS	8:2FTS	9Cl-PF3ONS	FBSA	FHx-SA	FOSA	GenX	NaDONA	N-EtFOSAA linear	N-EtFOSA-M	N-MeFOSAA linear	N-MeFOSA-M	PFBA	PFBS	PFDA	PFDoA	PFDS	PFHpA	PFHpS	PFHxA	PFHxS Branched	PFHxS Linear	PFNA	PFNS	PFOA	PFOS Branched	PFOS Linear	PFPeA	PFPeS	PFTeDA	PFTrDA	PFUnDA
NE_2_Priv	Private supply	20211129	<4.8	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<10.1	<7.7	<20.2	<10.1	<4.5	<2.0	<5.1	<9.8	<10.1	<4.8	<10.1	<8.8	<1.5	<2.0	<9.7	<2.0	<19.8	<3.7	<2.0	<4.8	<5.1	<5.1	<5.1
NE_2_Priv dup	Private supply	20211129	<4.8	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<10.1	<7.7	<20.2	<10.1	<4.5	<2.0	<5.1	<9.8	<10.1	<4.8	<10.1	<8.8	<1.5	<2.0	<9.7	<2.0	<19.8	<3.7	<2.0	<4.8	<5.1	<5.1	<5.1
NE_3_Pub	Public supply	20211004	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<10.1	<1.9	<7.8	<10.1	<7.7	<10.1	<5.1	<4.5	<5.1	<10.1	<4.9	<5.1	<4.8	<10.1	<17.5	<1.5	<2.0	<9.7	<2.0	<19.8	<7.4	<5.1	<4.8	<5.1	<10.1	<5.1
NE_5_Pub	Public supply	20211213	<4.8	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<10.1	<7.7	<20.2	<10.1	<4.5	<2.0	<5.1	<9.8	<10.1	<4.8	<10.1	<8.8	<1.5	<2.0	<9.7	<2.0	<19.8	<3.7	<2.0	<4.8	<5.1	<5.1	<5.1
NE_6_Pub	Public supply	20211201	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
NE_7_Pub	Public supply	20211201	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
NE_8_Priv	Private supply	20211201	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
NE_9_Pub	Public supply	20211202	<4.8	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<10.1	<7.7	<20.2	<10.1	3.2	<2.0	<5.1	<9.8	<10.1	<4.8	<10.1	<8.8	<1.5	<2.0	<9.7	E2.9	<19.8	<3.7	25.5	<4.8	<5.1	<5.1	<5.1
NH_1_Priv	Private supply	20210821	<19.0	<4.7	<9.6	<19.4	<18.8	<50.5	<20.2	<5.1	<10.1	<1.9	<7.8	<5.1	<7.7	<20.2	<10.1	<4.5	<10.1	<10.1	<9.8	<20.2	<4.8	<10.1	<17.5	<3.7	<5.1	<9.7	<2	<39.6	<14.8	<2.0	<9.5	<10.1	<10.1	<10.1
NH_10_Priv	Private supply	20211105	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	<4.5	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NH_11_Pub	Public supply	20211005	<9.5	<4.7	<9.6	<9.7	<18.8	<50.5	<50.5	<5.1	<10.1	<1.9	<3.9	<10.1	<7.7	<10.1	<5.1	<1.8	<2.0	<5.1	<4.9	<5.1	<9.6	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<7.4	<2.0	<4.8	<2.0	<10.1	<2.0
NH_12_SW	Surface water	20211105	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	E4.2	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
NH_13_SW	Surface water	20211105	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	1.7	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	9.1	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NH_13_SW dup	Surface water	20211105	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	2.1	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	8.6	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NH_14_Priv	Private supply	20210907	<19.0	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<20.2	<1.9	<7.8	<10.1	<15.4	<20.2	<20.2	5.2	<10.1	<5.1	<19.5	<20.2	<19.3	<20.2	<17.5	<4.5	<5.1	<19.4	E5.9	<39.6	<14.8	<5.1	<4.8	<20.2	<10.1	<10.1
NH_14_Priv dup	Private supply	20210907	<19.0	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<20.2	<1.9	<7.8	<10.1	<15.4	<20.2	<20.2	4.1	<10.1	<5.1	<19.5	<20.2	<19.3	<20.2	<17.5	<3.7	<5.1	<19.4	E5.9	<39.6	<14.8	<5.1	<4.8	<20.2	<10.1	<10.1
NH_15_SW	Surface water	20211105	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	<4.5	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NH_2_Priv	Private supply	20210816	<47.6	<9.5	<19.2	<9.7	<47.1	<50.5	<101	<20.2	<10.1	<1.9	<15.7	<20.2	<15.4	<20.2	<20.2	<9.0	<10.1	<10.1	<19.5	<20.2	<9.6	<20.2	<17.5	<7.5	<5.1	<19.4	<5.1	<39.6	<14.8	<10.1	<9.5	<5.1	<10.1	<10.1
NH_3_Pub	Public supply	20210809	<47.6	<9.5	<19.2	<9.7	<47.1	<50.5	<101	<20.2	<10.1	<1.9	<15.7	<20.2	<15.4	<20.2	<20.2	<9.0	<10.1	<10.1	<19.5	<20.2	<9.6	<20.2	<17.5	<7.5	<5.1	<19.4	<5.1	<39.6	<14.8	<10.1	<9.5	<5.1	<10.1	<10.1
NH_4_Pub	Public supply	20210830	<19.0	<4.7	<9.6	<19.4	<18.8	<50.5	<20.2	<5.1	<10.1	<1.9	<7.8	<5.1	<7.7	<20.2	<10.1	<4.5	<10.1	<10.1	<9.8	<20.2	<4.8	<10.1	<17.5	<3.7	<5.1	<9.7	<2.0	<39.6	<14.8	<2.0	<9.5	<10.1	<10.1	<10.1
NH_4_Pub dup	Public supply	20210830	<19.0	<4.7	<9.6	<19.4	<18.8	<50.5	<20.2	<5.1	<10.1	<1.9	<7.8	<5.1	<7.7	<20.2	<10.1	<4.5	<10.1	<10.1	<9.8	<20.2	<4.8	<10.1	<17.5	<3.7	<5.1	<9.7	<2.0	<39.6	<14.8	<209	<9.5	<10.1	<10.1	<10.1
NH_6_Priv	Private supply	20210907	<19.0	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<20.2	<1.9	<7.8	<10.1	<15.4	<20.2	<20.2	<9.0	<10.1	<5.1	<19.5	<20.2	<19.3	<20.2	<17.5	<3.7	<5.1	<19.4	<2.0	<39.6	<14.8	<5.1	<4.8	<20.2	<10.1	<10.1
NH_7_Priv	Private supply	20211105	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	<4.5	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	3.00	<9.5	<10.1	<10.1	<10.1
NH_8_Priv	Private supply	20211105	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	26.3	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NH_9_Priv	Private supply	20211105	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	<4.5	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	4.90	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NJ_1_Priv	Private supply	20210813	<47.6	<9.5	<19.2	<9.7	<47.1	<50.5	<101	<20.2	<10.1	<1.9	<15.7	<20.2	<15.4	<20.2	<20.2	<9.0	<10.1	<10.1	<19.5	<20.2	<9.6	<20.2	<17.5	<7.5	<5.1	<19.4	E6.7	<39.6	<14.8	<10.1	<9.5	<5.1	<10.1	<10.1
NJ_10_Pub	Public supply	20211003	<9.5	<4.7	<9.6	<9.7	<18.8	<50.5	<50.5	<5.1	<10.1	<1.9	<3.9	<10.1	<7.7	<10.1	<5.1	<2.1	<2.0	<5.1	<4.9	<5.1	<9.6	<5.1	<8.8	1.39	<2.0	<9.7	<5.8	<39.6	<7.4	<4.3	<4.8	<2.0	<10.1	<2.0
NJ_11_Pub	Public supply	20211005	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<10.1	<1.9	<7.8	<10.1	<7.7	<10.1	<5.1	3.0	<5.1	<10.1	<4.9	<5.1	<4.8	E3.3	<17.5	4.10	<2.0	<9.7	E7.4	<19.8	4.90	E3.80	<4.8	<5.1	<10.1	<5.1
NJ_12_Pub	Public supply	20211027	<9.5	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<10.1	<10.1	<1.9	<15.7	<10.1	<7.7	<10.1	<5.1	<4.5	<2.0	<10.1	<4.9	<10.1	<9.6	<10.1	<17.5	2.04	<2.0	<4.9	E5.3	<39.6	<14.8	<5.1	<9.5	<5.1	<10.1	<5.1
NJ_13_Pub	Public supply	20211018	<9.5	<1.9	<9.6	<4.9	<18.9	<50.5	<50.5	<5.1	<5.1	<1.9	<3.9	<10.1	<7.7	<20.2	<5.1	3.1	<2.0	<5.1	<4.9	<5.1	<4.8	<10.1	<8.8	1.40	<2.0	<9.7	E7.5	<39.6	<7.4	<5.7	<4.8	<5.1	<5.1	<2.0
NJ_14_Pub	Public supply	20211026	<9.5	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<10.1	<10.1	<1.9	<15.7	<10.1	<7.7	<10.1	<12.2	<4.5	<2.0	<10.1	<4.9	<10.1	<9.6	<10.1	<17.5	1.99	1.24	<4.9	E2.2	<39.6	<14.8	<5.1	<9.5	<5.1	<10.1	<5.1
NJ_16_Pub	Public supply	20211122	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
NJ_2_Priv	Private supply	20210913	<19.0	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<20.2	<1.9	<7.8	<10.1	<15.4	<20.2	<20.2	<9.0	<10.1	<5.1	<19.5	<20.2	<19.3	<20.2	<17.5	<3.7	<5.1	<19.4	<2.0	<39.6	<14.8	<5.1	<4.8	<20.2	<10.1	<10.1
NJ_3_Pub	Public supply	20210824	<19.0	<4.7	<9.6	<19.4	<18.8	<50.5	<20.2	<5.1	<10.1	<1.9	<7.8	<5.1	<7.7	<20.2	<10.1	<4.5	<10.1	<10.1	<9.8	<20.2	<4.8	<10.1	<17.5	<3.7	<5.1	<9.7	<2.0	<39.6	<14.8	<2.0	<9.5	<10.1	<10.1	<10.1
NJ_4_Pub	Public supply	20210927	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<5.1	<7.7	<5.1	<10.1	1.1	<5.1	<5.1	<4.9	<5.1	<4.8	E3.8	<8.8	<3.7	<2.0	<9.7	E6.4	<39.6	<7.4	<8.1	<4.8	<5.1	<10.1	<2.0
NJ_5_Priv	Private supply	20211025	<9.5	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<10.1	<10.1	<1.9	<15.7	<10.1	<7.7	<10.1	<5.1	<4.5	<2.0	<10.1	<4.9	<10.1	<9.6	<10.1	<17.5	<3.7	<2.0	<4.9	<2.0	<39.6	<14.8	<5.1	<9.5	<5.1	<10.1	<5.1
NJ_6_Pub	Public supply	20210924	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<5.1	<7.7	<5.1	<12.9	3.8	<5.1	<5.1	<4.9	<5.1	<4.8	E6.1	<8.8	2.90	<2.0	<9.7	E11.4	<39.6	<7.4	E7.4	<4.8	<5.1	<10.1	<2.0
NJ_7_Pub	Public supply	20210926	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<5.1	<7.7	<5.1	<10.1	0.84	<5.1	<5.1	<4.9	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	E4.6	<39.6	<7.4	<2.0	<4.8	<5.1	<10.1	<2.0
NJ_9_Pub	Public supply	20211013	<9.5	<1.9	<9.6	<4.9	<18.9	<50.5	<50.5	<5.1	<5.1	<1.9	<3.9	<10.1	<7.7	<20.2	<5.1	<4.5	<2.0	<5.1	<4.9	<5.1	<4.8	<10.1	<8.8	2.70	<2.0	<9.7	<2.0	<39.6	37.8	<5.1	<4.8	<5.1	<5.1	<2.0
NM_1_Priv	Private supply	20210823	<19.0	<4.7	<9.6	<19.4	<18.8	<50.5	<20.2	<5.1	<10.1	<1.9	<7.8	<5.1	<7.7	<20.2	<10.1	<4.5	<10.1	<10.1	<9.8	<20.2	<4.8	<10.1	<17.5	<3.7	<5.1	<9.7	<2.0	<39.6	<14.8	<2.0	<9.5	<10.1	<10.1	<10.1
NM_3_Pub	Public supply	20211011	<9.5	<1.9	<9.6	<4.9	<18.9	<50.5	<50.5	<5.1	<5.1	<1.9	<3.9	<10.1	<7.7	<20.2	<5.1	<4.5	<2.0	<5.1	<4.9	<5.1	<4.8	<10.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<7.4	<5.1	<4.8	<5.1	<5.1	<2.0
NM_4_Pub	Public supply	20211026	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_1_Priv	Private supply	20211103	<9.5	<18.9	<19.4	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<5.1	<3.8	<10.1	<50.5	<9.0	<5.1	<10.1	<9.8	<20.2	<19.3	<50.5	<17.5	<7.5	<5.1	<19.4	<5.1	<19.8	<14.8	<10.1	<4.8	<5.1	<20.2	<5.1
NV_10_Pub	Public supply	20211014	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_10_Pub dup	Public supply	20211014	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_11_Pub	Public supply	20211020	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_12_Pub	Public supply	20211019	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_14_Pub	Public supply	20211116	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	<4.5	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NV_15_Pub	Public supply	20211117	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
NV_15_Pub dup	Public supply	20211117	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
NV_2_Priv	Private supply	20211102	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_3_Pub	Public supply	20211018	<9.5	<1.9	<9.6	<4.9	<18.9	<50.5	<50.5	<5.1	<5.1	<1.9	<3.9	<10.1	<7.7	<20.2	<5.1	<4.5	<2.0	<5.1	<4.9	<5.1	<4.8	<10.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<7.4	<5.1	<4.8	<5.1	<5.1	<2.0
NV_4_Pub	Public supply	20211026	<9.5	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<10.1	<10.1	<1.9	<15.7	<10.1	<7.7	<10.1	<5.1	<4.5	<2.0	<10.1	<4.9	<10.1	<9.6	<10.1	<17.5	<3.7	<2.0	<4.9	<2.0	<39.6	<14.8	<5.1	<9.5	<5.1	<10.1	<5.1
NV_6_Pub	Public supply	20211108	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_7_Pub	Public supply	20211025	<47.6	<9.5	<19.2	<9.7	<18.8	<101	<50.5	<20.2	<10.1	<1.9	<7.8	<10.1	<15.4	<20.2	<101	<9.0	<5.1	<10.1	<19.5	<10.1	<9.6	<20.2	<17.5	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<4.8	<20.2	<10.1	<10.1
NV_8_Pub	Public supply	20211117	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	<4.5	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
NV_9_Priv	Private supply	20211021	<9.5	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<10.1	<10.1	<1.9	<15.7	<10.1	<7.7	<10.1	<5.1	<4.5	<2.0	<10.1	<4.9	<10.1	<9.6	<10.1	<17.5	<3.7	<2.0	<4.9	<2.0	<39.6	<14.8	<5.1	<9.5	<5.1	<10.1	<5.1
NY_1_Priv	Private supply	20211003	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<10.1	<1.9	<7.8	<10.1	<7.7	<10.1	<5.1	8.2	<5.1	<10.1	<4.9	E4.7	<4.8	14.3	<17.5	2.8	1.1	<9.7	16.3	<19.8	8.3	E15.5	<4.8	<5.1	<10.1	<5.1
NY_10_Priv	Private supply	20211210	<4.8	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<10.1	<7.7	<20.2	<10.1	<4.5	<2.0	<5.1	<9.8	<10.1	<4.8	<10.1	<8.8	1.2	<2.0	<9.7	E5.8	<19.8	<3.7	<2.0	<4.8	<5.1	<5.1	<5.1
NY_2_Priv	Private supply	20211210	<4.8	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<10.1	<7.7	<20.2	<10.1	<4.5	<2.0	<5.1	<9.8	<10.1	<4.8	<10.1	<8.8	<1.5	<2.0	<9.7	<2.0	<19.8	<3.7	<2.0	<4.8	<5.1	<5.1	<5.1
NY_3_Pub	Public supply	20210627	<47.6	<18.9	<19.2	<19.4	<47.1	<50.5	<101	<20.2	<5.1	<1.9	<15.7	<20.2	<38.4	<50.5	<20.2	<17.9	<10.1	<20.2	<9.8	<20.2	<9.6	<50.5	<17.5	<15.0	<10.1	<9.7	<10.1	<39.6	<14.8	6.0	<4.8	<10.1	<10.1	<10.1
NY_4_Pub	Public supply	20210712	<47.6	<18.9	<48	<19.4	<47.1	<101	<101	<10.1	<10.1	<1.9	<15.7	<20.2	<38.4	<50.5	<36.4	<9.0	<10.1	<10.1	<9.8	<10.1	<9.6	<5.1	<34.9	<15	<10.1	<19.4	<2.0	<39.6	<14.8	<10.1	<9.5	<10.1	<10.1	<20.2
NY_6_Pub	Public supply	20210915	<9.5	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<20.2	<5.1	<1.9	<7.8	<10.1	<15.4	<20.2	<20.2	1.0	<2.0	<5.1	<9.8	<5.1	<9.6	<5.1	<17.5	<1.5	<2.0	<4.9	<2.5	<19.8	<7.4	<2.0	<4.8	<5.1	<10.1	<5.1
NY_7_Pub	Public supply	20211003	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<10.1	<1.9	<7.8	<10.1	<7.7	<10.1	<5.1	<4.5	<5.1	<10.1	<4.9	<5.1	<4.8	<10.1	<17.5	<1.5	<2.0	<9.7	<2.0	<19.8	<7.4	<5.1	<4.8	<5.1	<10.1	<5.1
NY_8_Pub	Public supply	20211003	<9.5	<4.7	<19.2	<4.9	<18.8	<50.5	<50.5	<5.1	<10.1	<1.9	<7.8	<10.1	<7.7	<10.1	<5.1	<4.5	<5.1	<10.1	<4.9	<5.1	<4.8	<10.1	<17.5	<1.5	<2.0	<9.7	<2.0	<19.8	<7.4	<5.1	<4.8	<5.1	<10.1	<5.1
NY_9_Pub	Public supply	20211210	<4.8	<1.9	<9.6	<4.9	<18.8	<50.5	<50.5	<5.1	<5.1	<1.9	<7.8	<10.1	<7.7	<20.2	<10.1	<4.5	<2.0	<5.1	<9.8	<10.1	<4.8	<10.1	<8.8	<1.5	<2.0	<9.7	<2.0	<19.8	<3.7	<4.0	<4.8	<5.1	<5.1	<5.1
OH_1_Priv	Private supply	20211117	<19.0	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<5.1	<20.2	<1.9	<7.8	<5.1	<7.7	<10.1	<20.2	<4.5	<10.1	<10.1	<19.5	<10.1	<9.6	<20.2	<34.9	<7.5	<10.1	<19.4	<5.1	<19.8	<7.4	<5.1	<9.5	<10.1	<10.1	<10.1
OH_2_Priv	Private supply	20211117	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<5.1	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
OH_3_Pub	Public supply	20210818	<19.0	<4.7	<9.6	<19.4	<18.8	<50.5	<20.2	<5.1	<10.1	<1.9	<7.8	<5.1	<7.7	<20.2	<10.1	<4.5	<10.1	<10.1	<9.8	<20.2	<4.8	<10.1	<17.5	<3.7	<5.1	<9.7	<2.0	<39.6	<14.8	<2.0	<9.5	<10.1	<10.1	<10.1
OH_4_Pub	Public supply	20210914	<9.5	<4.7	<19.2	<9.7	<18.8	<50.5	<50.5	<20.2	<5.1	<1.9	<7.8	<10.1	<15.4	<20.2	<20.2	<1.8	<2.0	<5.1	<9.8	<5.1	<9.6	<5.1	<17.5	<1.5	<2.0	<4.9	<2.0	<19.8	<7.4	<2.0	<4.8	<5.1	<10.1	<5.1
OH_5_Pub	Public supply	20210821	<19.0	<4.7	<9.6	<19.4	<18.8	<50.5	<20.2	<5.1	<10.1	<1.9	<7.8	<5.1	<7.7	<20.2	<10.1	6.04	<10.1	<10.1	<9.8	<20.2	<4.8	<10.1	<17.5	2.98	<5.1	<9.7	<3.1	<39.6	<14.8	<2.0	<9.5	<10.1	<10.1	<10.1
OH_6_Pub	Public supply	20211019	<9.5	<1.9	<9.6	<4.9	<18.9	<50.5	<50.5	<5.1	<5.1	<1.9	<3.9	<10.1	<7.7	<20.2	<5.1	<4.5	<2.0	<5.1	<4.9	<5.1	<4.8	<10.1	<8.8	<3.7	<2.0	<9.7	<2.2	<39.6	<7.4	<5.1	<4.8	<5.1	<5.1	<2.0
OH_7_Pub	Public supply	20211122	<4.8	<4.7	<9.6	<4.9	<18.8	<50.5	<20.2	<5.1	<5.1	<1.9	<3.9	<10.1	<3.8	<10.1	<6.8	<4.5	<2.0	<5.1	<9.8	<5.1	<4.8	<5.1	<8.8	<3.7	<2.0	<9.7	<2.0	<39.6	<3.7	<2.0	<1.9	<5.1	<5.1	<2.0
