"tract_geoid","state_fips","compound","average_concentration","observation_count","station_count"
"06085513500","06","PFOA","5","2","2"
"06085513500","06","PFOS","5","2","2"
"06085513500","06","TOTAL_PFAS","99","2","2"
"06085513500","06","REPORTED_PFAS_LEVEL","99","2","2"
"06047002500","06","PFOA","5","2","2"
"06047002500","06","TOTAL_PFAS","114","2","2"
"06047002500","06","REPORTED_PFAS_LEVEL","114","2","2"
"06037650401","06","PFOA","2","2","2"
"06037650401","06","TOTAL_PFAS","148","2","2"
"06037650401","06","REPORTED_PFAS_LEVEL","148","2","2"
"06025011001","06","PFOA","36","4","4"
"06025011001","06","PFOS","2","4","4"
"06025011001","06","TOTAL_PFAS","162","4","4"
"06025011001","06","REPORTED_PFAS_LEVEL","162","4","4"
"06059086402","06","PFOA","32","2","2"
"06059086402","06","PFOS","72","2","2"
"06059086402","06","TOTAL_PFAS","169","2","2"
"06059086402","06","REPORTED_PFAS_LEVEL","169","2","2"
"06061022014","06","PFOA","44","2","2"
"06061022014","06","PFOS","3","2","2"
"06061022014","06","TOTAL_PFAS","241","2","2"
"06061022014","06","REPORTED_PFAS_LEVEL","241","2","2"
"06067001900","06","PFOA","9","2","2"
"06067001900","06","PFOS","2","2","2"
"06067001900","06","TOTAL_PFAS","244","2","2"
"06067001900","06","REPORTED_PFAS_LEVEL","244","2","2"
"06055201900","06","PFOA","63","2","2"
"06055201900","06","TOTAL_PFAS","319","2","2"
"06055201900","06","REPORTED_PFAS_LEVEL","319","2","2"
"06087122300","06","PFOA","71.5","4","4"
"06087122300","06","PFOS","19","2","4"
"06087122300","06","TOTAL_PFAS","1381","4","4"
"06087122300","06","REPORTED_PFAS_LEVEL","1381","4","4"
"06097152801","06","PFOA","47","2","2"
"06097152801","06","PFOS","48","2","2"
"06097152801","06","TOTAL_PFAS","418","2","2"
"06097152801","06","REPORTED_PFAS_LEVEL","418","2","2"
"06067008602","06","PFOA","87","2","2"
"06067008602","06","TOTAL_PFAS","441","2","2"
"06067008602","06","REPORTED_PFAS_LEVEL","441","2","2"
"06085511918","06","PFOA","29","2","2"
"06085511918","06","PFOS","2","2","2"
"06085511918","06","TOTAL_PFAS","454","2","2"
"06085511918","06","REPORTED_PFAS_LEVEL","454","2","2"
"06073003209","06","PFOA","190","2","2"
"06073003209","06","TOTAL_PFAS","469","2","2"
"06073003209","06","REPORTED_PFAS_LEVEL","469","2","2"
"06023010400","06","PFOA","17","2","2"
"06023010400","06","TOTAL_PFAS","500","2","2"
"06023010400","06","REPORTED_PFAS_LEVEL","500","2","2"
"06089010500","06","PFOA","190","2","2"
"06089010500","06","PFOS","49","2","2"
"06089010500","06","TOTAL_PFAS","801","2","2"
"06089010500","06","REPORTED_PFAS_LEVEL","801","2","2"
"06069000802","06","PFOA","110","2","2"
"06069000802","06","TOTAL_PFAS","913","2","2"
"06069000802","06","REPORTED_PFAS_LEVEL","913","2","2"
"06079012302","06","TOTAL_PFAS","974","2","2"
"06079012302","06","REPORTED_PFAS_LEVEL","974","2","2"
"06001451104","06","PFOA","295","4","4"
"06001451104","06","PFOS","63.5","4","4"
"06001451104","06","TOTAL_PFAS","1591.5","4","4"
"06001451104","06","REPORTED_PFAS_LEVEL","1591.5","4","4"
"06001437101","06","PFOA","88","2","2"
"06001437101","06","PFOS","32","2","2"
"06001437101","06","TOTAL_PFAS","1343","2","2"
"06001437101","06","REPORTED_PFAS_LEVEL","1343","2","2"
"06095253501","06","PFOA","384","2","2"
"06095253501","06","TOTAL_PFAS","1618","2","2"
"06095253501","06","REPORTED_PFAS_LEVEL","1618","2","2"
"06071001600","06","PFOA","48","2","2"
"06071001600","06","TOTAL_PFAS","1802","2","2"
"06071001600","06","REPORTED_PFAS_LEVEL","1802","2","2"
"06065041415","06","PFOA","200","2","2"
"06065041415","06","PFOS","34","2","2"
"06065041415","06","TOTAL_PFAS","2072","2","2"
"06065041415","06","REPORTED_PFAS_LEVEL","2072","2","2"
"06071012101","06","PFOA","160","2","2"
"06071012101","06","PFOS","3","2","2"
"06071012101","06","TOTAL_PFAS","2761","2","2"
"06071012101","06","REPORTED_PFAS_LEVEL","2761","2","2"
"06013365002","06","PFOA","1600","2","2"
"06013365002","06","PFOS","360","2","2"
"06013365002","06","TOTAL_PFAS","6042","2","2"
"06013365002","06","REPORTED_PFAS_LEVEL","6042","2","2"
"06053014302","06","PFOA","1400","2","2"
"06053014302","06","TOTAL_PFAS","6176","2","2"
"06053014302","06","REPORTED_PFAS_LEVEL","6176","2","2"
"06079011505","06","PFOA","290","2","2"
"06079011505","06","PFOS","610","2","2"
"06079011505","06","TOTAL_PFAS","8232","2","2"
"06079011505","06","REPORTED_PFAS_LEVEL","8232","2","2"
"06089011502","06","PFOA","820","2","2"
"06089011502","06","PFOS","5000","2","2"
"06089011502","06","TOTAL_PFAS","11201","2","2"
"06089011502","06","REPORTED_PFAS_LEVEL","11201","2","2"
"06077004800","06","PFOA","1100","2","2"
"06077004800","06","PFOS","56","2","2"
"06077004800","06","TOTAL_PFAS","12055","2","2"
"06077004800","06","REPORTED_PFAS_LEVEL","12055","2","2"
"06013315000","06","PFOA","2100","2","2"
"06013315000","06","PFOS","11000","2","2"
"06013315000","06","TOTAL_PFAS","14400","2","2"
"06013315000","06","REPORTED_PFAS_LEVEL","14400","2","2"
"06053013300","06","PFOA","12700","2","2"
"06053013300","06","PFOS","133","2","2"
"06053013300","06","TOTAL_PFAS","18204","2","2"
"06053013300","06","REPORTED_PFAS_LEVEL","18204","2","2"
"06037300902","06","PFOA","220","2","2"
"06037300902","06","PFOS","75","2","2"
"06037300902","06","TOTAL_PFAS","4415","2","2"
"06037300902","06","REPORTED_PFAS_LEVEL","4415","2","2"
"06029005509","06","PFOA","7","2","2"
"06029005509","06","TOTAL_PFAS","7352","2","2"
"06029005509","06","REPORTED_PFAS_LEVEL","7352","2","2"
"06007002200","06","PFOA","1100","2","2"
"06007002200","06","PFOS","160","2","2"
"06007002200","06","TOTAL_PFAS","8817","2","2"
"06007002200","06","REPORTED_PFAS_LEVEL","8817","2","2"
"06031001703","06","PFOA","1700","2","2"
"06031001703","06","TOTAL_PFAS","8983","2","2"
"06031001703","06","REPORTED_PFAS_LEVEL","8983","2","2"
"06065044403","06","PFOA","140","2","2"
"06065044403","06","TOTAL_PFAS","10075","2","2"
"06065044403","06","REPORTED_PFAS_LEVEL","10075","2","2"
"06081984300","06","PFOA","226","2","2"
"06081984300","06","PFOS","1370","2","2"
"06081984300","06","TOTAL_PFAS","12070","2","2"
"06081984300","06","REPORTED_PFAS_LEVEL","12070","2","2"
"06073020807","06","PFOA","680","2","2"
"06073020807","06","PFOS","9","2","2"
"06073020807","06","TOTAL_PFAS","16486","2","2"
"06073020807","06","REPORTED_PFAS_LEVEL","16486","2","2"
"06085505100","06","PFOA","585","2","2"
"06085505100","06","PFOS","2190","2","2"
"06085505100","06","TOTAL_PFAS","35053","2","2"
"06085505100","06","REPORTED_PFAS_LEVEL","35053","2","2"
"06037311100","06","PFOA","4","2","2"
"06037311100","06","PFOS","5","2","2"
"06037311100","06","REPORTED_PFAS_LEVEL","9","2","2"
"06001451103","06","PFOA","3","2","2"
"06001451103","06","REPORTED_PFAS_LEVEL","3","2","2"
"06099000405","06","PFOA","18","2","2"
"06099000405","06","PFOS","10","2","2"
"06099000405","06","TOTAL_PFAS","18","2","2"
"06099000405","06","REPORTED_PFAS_LEVEL","18","2","2"
"06065044520","06","PFOA","14","2","2"
"06065044520","06","TOTAL_PFAS","520","2","2"
"06065044520","06","REPORTED_PFAS_LEVEL","520","2","2"
"06053014108","06","PFOA","8","2","2"
"06053014108","06","PFOS","447","2","2"
"06053014108","06","REPORTED_PFAS_LEVEL","560","2","2"
"06081613501","06","PFOA","33","2","2"
"06081613501","06","PFOS","7","2","2"
"06081613501","06","TOTAL_PFAS","593","2","2"
"06081613501","06","REPORTED_PFAS_LEVEL","593","2","2"
"06009000124","06","PFOA","32","2","2"
"06009000124","06","TOTAL_PFAS","598","2","2"
"06009000124","06","REPORTED_PFAS_LEVEL","598","2","2"
"06085503105","06","PFOA","140","2","2"
"06085503105","06","PFOS","110","2","2"
"06085503105","06","TOTAL_PFAS","660","2","2"
"06085503105","06","REPORTED_PFAS_LEVEL","660","2","2"
"06089011600","06","PFOA","280","2","2"
"06089011600","06","PFOS","180","2","2"
"06089011600","06","TOTAL_PFAS","764","2","2"
"06089011600","06","REPORTED_PFAS_LEVEL","764","2","2"
"06073013506","06","PFOA","110","2","2"
"06073013506","06","PFOS","58","2","2"
"06073013506","06","TOTAL_PFAS","818","2","2"
"06073013506","06","REPORTED_PFAS_LEVEL","818","2","2"
"06035040100","06","PFOA","420","2","2"
"06035040100","06","TOTAL_PFAS","986","2","2"
"06035040100","06","REPORTED_PFAS_LEVEL","986","2","2"
"06087120200","06","PFOA","110","2","2"
"06087120200","06","PFOS","110","2","2"
"06087120200","06","TOTAL_PFAS","1002","2","2"
"06087120200","06","REPORTED_PFAS_LEVEL","1002","2","2"
"06073013317","06","PFOA","66.5","4","4"
"06073013317","06","PFOS","5","4","4"
"06073013317","06","TOTAL_PFAS","1101","4","4"
"06073013317","06","REPORTED_PFAS_LEVEL","1101","4","4"
"06037800328","06","PFOA","33","2","2"
"06037800328","06","PFOS","2","2","2"
"06037800328","06","TOTAL_PFAS","1126","2","2"
"06037800328","06","REPORTED_PFAS_LEVEL","1126","2","2"
"06073009504","06","PFOA","170","2","2"
"06073009504","06","PFOS","53","2","2"
"06073009504","06","TOTAL_PFAS","1155","2","2"
"06073009504","06","REPORTED_PFAS_LEVEL","1155","2","2"
"06081605400","06","PFOA","480","2","2"
"06081605400","06","PFOS","92","2","2"
"06081605400","06","TOTAL_PFAS","1396","2","2"
"06081605400","06","REPORTED_PFAS_LEVEL","1396","2","2"
"06033000702","06","PFOA","240","2","2"
"06033000702","06","PFOS","18","2","2"
"06033000702","06","TOTAL_PFAS","1493","2","2"
"06033000702","06","REPORTED_PFAS_LEVEL","1493","2","2"
"06081600100","06","PFOA","130","2","2"
"06081600100","06","PFOS","330","2","2"
"06081600100","06","TOTAL_PFAS","1568","2","2"
"06081600100","06","REPORTED_PFAS_LEVEL","1568","2","2"
"06059063500","06","PFOA","170","2","2"
"06059063500","06","PFOS","1100","2","2"
"06059063500","06","TOTAL_PFAS","1663","2","2"
"06059063500","06","REPORTED_PFAS_LEVEL","1663","2","2"
"06073022101","06","PFOA","110","2","2"
"06073022101","06","PFOS","180","2","2"
"06073022101","06","TOTAL_PFAS","1807","2","2"
"06073022101","06","REPORTED_PFAS_LEVEL","1807","2","2"
"06097151100","06","PFOA","260","2","2"
"06097151100","06","PFOS","17","2","2"
"06097151100","06","TOTAL_PFAS","1831","2","2"
"06097151100","06","REPORTED_PFAS_LEVEL","1831","2","2"
"06095252702","06","PFOA","166","4","4"
"06095252702","06","PFOS","13","2","4"
"06095252702","06","TOTAL_PFAS","2011","4","4"
"06095252702","06","REPORTED_PFAS_LEVEL","2011","4","4"
"06081611700","06","PFOA","360","2","2"
"06081611700","06","PFOS","120","2","2"
"06081611700","06","TOTAL_PFAS","1907","2","2"
"06081611700","06","REPORTED_PFAS_LEVEL","1907","2","2"
"06115040800","06","PFOA","150","2","2"
"06115040800","06","PFOS","6","2","2"
"06115040800","06","TOTAL_PFAS","2011","2","2"
"06115040800","06","REPORTED_PFAS_LEVEL","2011","2","2"
"06043000101","06","PFOA","450","2","2"
"06043000101","06","TOTAL_PFAS","2023","2","2"
"06043000101","06","REPORTED_PFAS_LEVEL","2023","2","2"
"06073020029","06","PFOA","110","2","2"
"06073020029","06","PFOS","90","2","2"
"06073020029","06","TOTAL_PFAS","2028","2","2"
"06073020029","06","REPORTED_PFAS_LEVEL","2028","2","2"
"06029003304","06","PFOA","120","2","2"
"06029003304","06","PFOS","3","2","2"
"06029003304","06","TOTAL_PFAS","2077","2","2"
"06029003304","06","REPORTED_PFAS_LEVEL","2077","2","2"
"06037310100","06","PFOA","150","2","2"
"06037310100","06","TOTAL_PFAS","2158","2","2"
"06037310100","06","REPORTED_PFAS_LEVEL","2158","2","2"
"06083002932","06","PFOA","250","2","2"
"06083002932","06","TOTAL_PFAS","2222","2","2"
"06083002932","06","REPORTED_PFAS_LEVEL","2222","2","2"
"06085505010","06","PFOA","280","2","2"
"06085505010","06","TOTAL_PFAS","2298","2","2"
"06085505010","06","REPORTED_PFAS_LEVEL","2298","2","2"
"06037980015","06","PFOA","340","2","2"
"06037980015","06","PFOS","970","2","2"
"06037980015","06","REPORTED_PFAS_LEVEL","970","2","2"
"06013318000","06","PFOA","489","2","2"
"06013318000","06","PFOS","24700","2","2"
"06013318000","06","REPORTED_PFAS_LEVEL","24700","2","2"
"06111004600","06","PFOA","1071530","2","2"
"06111004600","06","PFOS","13407957","2","2"
"06111004600","06","REPORTED_PFAS_LEVEL","13407957","2","2"
"41051010200","41","PFOA","5000","1","1"
"41051010200","41","REPORTED_PFAS_LEVEL","5000","1","1"
"41051007300","41","PFOA","27450","2","3"
"41051007300","41","PFOS","114000","2","3"
"41051007300","41","TOTAL_PFAS","42277","1","3"
"41051007300","41","REPORTED_PFAS_LEVEL","95092.3333333333","3","3"
"41019130002","41","TOTAL_PFAS","1","1","1"
"41019130002","41","REPORTED_PFAS_LEVEL","1","1","1"
"41047000702","41","TOTAL_PFAS","1","1","1"
"41047000702","41","REPORTED_PFAS_LEVEL","1","1","1"
"41043030903","41","TOTAL_PFAS","2","1","1"
"41043030903","41","REPORTED_PFAS_LEVEL","2","1","1"
"41007951300","41","PFOA","1","1","1"
"41007951300","41","TOTAL_PFAS","4","1","1"
"41007951300","41","REPORTED_PFAS_LEVEL","4","1","1"
"41045970300","41","PFOA","1","1","1"
"41045970300","41","TOTAL_PFAS","4","1","1"
"41045970300","41","REPORTED_PFAS_LEVEL","4","1","1"
"41039002001","41","TOTAL_PFAS","6","1","1"
"41039002001","41","REPORTED_PFAS_LEVEL","6","1","1"
"41013950301","41","TOTAL_PFAS","4","1","1"
"41013950301","41","REPORTED_PFAS_LEVEL","4","1","1"
"41017000100","41","TOTAL_PFAS","10","1","1"
"41017000100","41","REPORTED_PFAS_LEVEL","10","1","1"
"41037960100","41","PFOA","1","1","1"
"41037960100","41","TOTAL_PFAS","14","1","1"
"41037960100","41","REPORTED_PFAS_LEVEL","14","1","1"
"41035970800","41","PFOA","21000","1","1"
"41035970800","41","PFOS","380000","1","1"
"41035970800","41","TOTAL_PFAS","484740","1","1"
"41035970800","41","REPORTED_PFAS_LEVEL","484740","1","1"
"41049970102","41","PFOA","6","1","1"
"41049970102","41","PFOS","4","1","1"
"41049970102","41","TOTAL_PFAS","3451","1","1"
"41049970102","41","REPORTED_PFAS_LEVEL","3451","1","1"
"41051010602","41","TOTAL_PFAS","1600","1","1"
"41051010602","41","REPORTED_PFAS_LEVEL","1600","1","1"
"53025010800","53","PFOA","336","2","2"
"53025010800","53","PFOS","348","2","2"
"53025010800","53","TOTAL_PFAS","1614","2","2"
"53025010800","53","REPORTED_PFAS_LEVEL","1614","2","2"
"53063013800","53","PFOA","22000","2","2"
"53063013800","53","PFOS","150000","2","2"
"53063013800","53","TOTAL_PFAS","176200","2","2"
"53063013800","53","REPORTED_PFAS_LEVEL","176200","2","2"
"53027000800","53","TOTAL_PFAS","1","2","2"
"53027000800","53","REPORTED_PFAS_LEVEL","1","2","2"
"53063013700","53","PFOA","350","2","2"
"53063013700","53","PFOS","120","2","2"
"53063013700","53","TOTAL_PFAS","470","2","2"
"53063013700","53","REPORTED_PFAS_LEVEL","470","2","2"
"53033032103","53","PFOA","610.333333333333","6","8"
"53033032103","53","PFOS","9895","6","8"
"53033032103","53","TOTAL_PFAS","5820.5","4","8"
"53033032103","53","REPORTED_PFAS_LEVEL","8344","8","8"
"53077001701","53","REPORTED_PFAS_LEVEL","1650","2","2"
"53021980100","53","PFOA","380","2","2"
"53021980100","53","PFOS","9500","2","2"
"53021980100","53","TOTAL_PFAS","18260","2","2"
"53021980100","53","REPORTED_PFAS_LEVEL","18260","2","2"
"53053072901","53","TOTAL_PFAS","103","2","2"
"53053072901","53","REPORTED_PFAS_LEVEL","103","2","2"
"53035092600","53","PFOA","45","2","2"
"53035092600","53","PFOS","128","2","2"
"53035092600","53","REPORTED_PFAS_LEVEL","139","2","2"
"53033010900","53","PFOA","350","2","2"
"53033010900","53","PFOS","15000","2","2"
"53033010900","53","TOTAL_PFAS","19670","2","2"
"53033010900","53","REPORTED_PFAS_LEVEL","19670","2","2"
"53061041901","53","PFOA","0","2","2"
"53061041901","53","PFOS","2","2","2"
"53061041901","53","TOTAL_PFAS","2","2","2"
"53061041901","53","REPORTED_PFAS_LEVEL","2","2","2"
"53029972100","53","PFOA","3","2","2"
"53029972100","53","PFOS","3","2","2"
"53029972100","53","TOTAL_PFAS","15","2","2"
"53029972100","53","REPORTED_PFAS_LEVEL","15","2","2"
"53035091400","53","PFOA","171","2","2"
"53035091400","53","REPORTED_PFAS_LEVEL","171","2","2"
"53029971700","53","PFOA","0","2","2"
"53029971700","53","PFOS","0","2","2"
"53029971700","53","TOTAL_PFAS","204","2","2"
"53029971700","53","REPORTED_PFAS_LEVEL","204","2","2"
"53029971100","53","PFOA","3","2","2"
"53029971100","53","PFOS","80","2","2"
"53029971100","53","TOTAL_PFAS","251","2","2"
"53029971100","53","REPORTED_PFAS_LEVEL","251","2","2"
"53035090300","53","REPORTED_PFAS_LEVEL","70","2","2"
"53029970200","53","PFOA","58500","2","2"
"53029970200","53","PFOS","43100","2","2"
"53029970200","53","REPORTED_PFAS_LEVEL","58922","2","2"
"53033032706","53","PFOA","56","1","1"
"53033032706","53","PFOS","520","1","1"
"53033032706","53","TOTAL_PFAS","1108","1","1"
"53033032706","53","REPORTED_PFAS_LEVEL","1108","1","1"
