"tract_geoid","state_fips","county_fips","tract_code","total_population","total_population_moe","race_ethnicity_total","white_non_hispanic","black_non_hispanic","aian_non_hispanic","asian_non_hispanic","nhpi_non_hispanic","other_race_non_hispanic","multiracial_non_hispanic","hispanic_or_latino","people_of_color","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","asian_non_hispanic_pct","hispanic_or_latino_pct","median_household_income","median_household_income_moe","reported_pfas_observation_count","primary_pfas_average","pfoa_observation_count","station_count","primary_pfas_observation_count","pfos_observation_count","measurement_record_count","pfoa_average","total_pfas_average","reported_pfas_average","pfos_average","total_pfas_observation_count","primary_pfas_measure"
"06037573403","06","037","573403","3354","543","3354","1105","315","10","1020","0","0","100","804","2249","67.0542635658915","32.9457364341085","9.391771019678","30.4114490161002","23.9713774597496","141950","44585","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037573601","06","037","573601","6300","584","6300","3554","91","0","658","0","12","499","1486","2746","43.5873015873016","56.4126984126984","1.44444444444444","10.4444444444444","23.5873015873016","134436","22852","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037573700","06","037","573700","5105","570","5105","2227","155","0","720","0","7","247","1749","2878","56.3761018609207","43.6238981390793","3.03623898139079","14.103819784525","34.2605288932419","154266","16480","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037573800","06","037","573800","4377","437","4377","2238","93","0","373","60","52","366","1195","2139","48.8690884167238","51.1309115832762","2.12474297464016","8.5218185972127","27.3018048891935","135434","23580","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037573902","06","037","573902","2248","220","2248","1372","48","0","285","0","9","138","396","876","38.9679715302491","61.0320284697509","2.13523131672598","12.6779359430605","17.6156583629893","155724","24101","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574000","06","037","574000","5246","477","5246","3289","178","0","345","0","0","451","983","1957","37.3046130385055","62.6953869614945","3.39306138009912","6.57643919176515","18.7380861608845","140320","9000","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574100","06","037","574100","5107","661","5107","2350","311","0","625","15","102","462","1242","2757","53.9847268455062","46.0152731544938","6.08968083023301","12.2381045623654","24.3195613863325","135774","16811","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574201","06","037","574201","3125","369","3125","1383","379","0","490","0","0","193","680","1742","55.744","44.256","12.128","15.68","21.76","134821","40270","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574202","06","037","574202","2131","304","2131","770","175","4","280","0","10","99","793","1361","63.8667292351009","36.1332707648991","8.21210699202252","13.139371187236","37.2125762552792","123782","7810","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574300","06","037","574300","6424","1126","6424","3152","306","17","501","0","0","345","2103","3272","50.93399750934","49.06600249066","4.76338729763387","7.79887920298879","32.7366127023661","119009","27502","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574400","06","037","574400","5484","746","5484","3277","228","28","543","118","17","307","966","2207","40.2443471918308","59.7556528081692","4.15754923413567","9.90153172866521","17.6148796498906","130455","33936","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574500","06","037","574500","6679","861","6679","3814","180","173","819","0","32","316","1345","2865","42.8956430603384","57.1043569396616","2.69501422368618","12.2623147177721","20.1377451714329","161653","50639","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574602","06","037","574602","1240","229","1240","628","59","0","243","0","0","90","220","612","49.3548387096774","50.6451612903226","4.75806451612903","19.5967741935484","17.741935483871","158500","24188","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574800","06","037","574800","3170","442","3170","1913","149","0","202","0","4","174","728","1257","39.6529968454259","60.3470031545741","4.70031545741325","6.37223974763407","22.9652996845426","108321","28895","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574901","06","037","574901","3940","554","3940","2254","151","21","394","0","21","355","744","1686","42.7918781725888","57.2081218274112","3.83248730964467","10","18.8832487309645","140144","34952","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037574902","06","037","574902","5570","613","5570","1677","745","99","1282","20","0","176","1571","3893","69.8922800718133","30.1077199281867","13.3752244165171","23.016157989228","28.2046678635548","88871","12833","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575001","06","037","575001","4123","830","4123","1011","582","0","783","0","12","234","1501","3112","75.4790201309726","24.5209798690274","14.1159349987873","18.9910259519767","36.4055299539171","96677","30635","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575002","06","037","575002","4632","461","4632","1956","592","5","738","0","19","171","1151","2676","57.7720207253886","42.2279792746114","12.7806563039724","15.9326424870466","24.8488773747841","102083","11748","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575101","06","037","575101","4401","596","4401","497","563","0","1041","0","0","71","2229","3904","88.7071120199954","11.2928879800045","12.7925471483754","23.653715064758","50.6475800954329","65181","14384","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575102","06","037","575102","4147","513","4147","207","258","0","445","0","0","1","3236","3940","95.008439836026","4.99156016397396","6.2213648420545","10.7306486616831","78.0323125150711","55278","15414","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575103","06","037","575103","4632","601","4632","935","949","0","535","9","9","53","2142","3697","79.8143350604491","20.1856649395509","20.4879101899827","11.5500863557858","46.2435233160622","59259","7219","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575201","06","037","575201","4190","706","4190","317","323","0","1211","0","29","172","2138","3873","92.4343675417661","7.56563245823389","7.70883054892601","28.9021479713604","51.0262529832936","54327","5975","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575202","06","037","575202","3647","405","3647","151","321","0","864","0","6","103","2202","3496","95.8596106388813","4.14038936111873","8.80175486701398","23.6907046887853","60.3783931998903","63661","21698","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575300","06","037","575300","4209","788","4209","103","277","0","412","0","0","26","3391","4106","97.5528629128059","2.44713708719411","6.58113566167736","9.78854834877643","80.5654549774293","45481","10374","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575401","06","037","575401","4027","702","4027","219","729","0","69","0","0","13","2997","3808","94.5617084678421","5.43829153215793","18.1028060591011","1.71343431835113","74.4226471318599","50852","11778","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575402","06","037","575402","3565","463","3565","249","352","4","230","0","0","111","2619","3316","93.015427769986","6.98457223001403","9.87377279102384","6.45161290322581","73.4642356241234","72623","7048","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575801","06","037","575801","2225","554","2225","110","528","6","107","27","3","71","1373","2115","95.0561797752809","4.9438202247191","23.7303370786517","4.80898876404494","61.7078651685393","48696","17566","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575802","06","037","575802","4237","696","4237","231","139","27","139","35","133","227","3306","4006","94.5480292659901","5.45197073400991","3.2806230823696","3.2806230823696","78.0269058295964","60863","4841","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575803","06","037","575803","2416","409","2416","724","164","0","251","0","5","66","1206","1692","70.0331125827815","29.9668874172185","6.78807947019868","10.3890728476821","49.9172185430464","25268","8961","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575901","06","037","575901","3328","556","3328","552","825","0","371","0","0","158","1422","2776","83.4134615384615","16.5865384615385","24.7896634615385","11.1478365384615","42.7283653846154","51297","22959","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037575902","06","037","575902","5020","561","5020","1764","702","0","571","0","45","133","1805","3256","64.8605577689243","35.1394422310757","13.9840637450199","11.3745019920319","35.9561752988048","60904","12238","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576001","06","037","576001","6518","736","6518","2102","1088","129","757","0","86","363","1993","4416","67.7508438171218","32.2491561828782","16.6922368824793","11.6139920220927","30.5768640687327","105933","9152","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576200","06","037","576200","5437","538","5437","1475","773","83","200","0","0","926","1980","3962","72.8710686040096","27.1289313959904","14.2173993010852","3.67849917233769","36.4171418061431","63250","12575","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576301","06","037","576301","4897","700","4897","829","605","23","233","0","0","237","2970","4068","83.0712681233408","16.9287318766592","12.3545027567899","4.75801511129263","60.6493771696957","67594","20812","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576302","06","037","576302","3188","520","3188","516","222","0","576","0","0","41","1833","2672","83.8143036386449","16.1856963613551","6.96361355081556","18.0677540777917","57.4968632371393","54095","25570","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576401","06","037","576401","4027","603","4027","324","115","0","295","0","0","55","3238","3703","91.9543084181773","8.0456915818227","2.85572386391855","7.32555252048671","80.4072510553762","63860","30804","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576402","06","037","576402","4404","623","4404","340","458","0","578","0","0","197","2831","4064","92.2797456857402","7.72025431425976","10.3996366939146","13.1244323342416","64.2824704813806","55313","12846","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576403","06","037","576403","4854","774","4854","439","422","0","588","0","104","327","2974","4415","90.9559126493614","9.04408735063865","8.69386073341574","12.1137206427689","61.2690564482901","74356","12758","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576501","06","037","576501","2926","357","2926","741","427","0","144","0","0","296","1318","2185","74.6753246753247","25.3246753246753","14.5933014354067","4.92139439507861","45.0444292549556","46172","22725","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576502","06","037","576502","5064","1010","5064","1069","1094","11","140","0","32","234","2484","3995","78.890205371248","21.109794628752","21.6034755134281","2.76461295418641","49.0521327014218","82569","19013","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576503","06","037","576503","3715","387","3715","1305","236","0","285","0","37","224","1628","2410","64.8721399730821","35.1278600269179","6.35262449528937","7.67160161507402","43.8223418573351","69345","11329","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576601","06","037","576601","4204","466","4204","1477","412","14","630","11","22","122","1516","2727","64.8667935299715","35.1332064700285","9.80019029495718","14.9857278782112","36.0608943862988","76560","14078","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576602","06","037","576602","4408","648","4408","1979","626","2","183","92","0","176","1350","2429","55.1043557168784","44.8956442831216","14.2014519056261","4.15154264972777","30.6261343012704","86916","15473","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576700","06","037","576700","4229","542","4229","2052","191","0","182","72","13","321","1398","2177","51.4778907543154","48.5221092456846","4.51643414518799","4.30361787656656","33.0574603925278","104483","19750","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576801","06","037","576801","3437","650","3437","1130","225","17","431","0","65","267","1302","2307","67.1224905440791","32.8775094559209","6.54640675007274","12.5400058190282","37.8818737270876","78627","24124","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576802","06","037","576802","4389","673","4389","1762","478","0","181","21","21","117","1809","2627","59.8541809068125","40.1458190931875","10.8908635224425","4.12394622920939","41.2166780587833","100871","20378","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576901","06","037","576901","4944","692","4944","777","291","5","753","0","56","201","2861","4167","84.2839805825243","15.7160194174757","5.88592233009709","15.2305825242718","57.8681229773463","68422","7598","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576903","06","037","576903","4048","439","4048","776","317","0","176","0","0","49","2730","3272","80.8300395256917","19.1699604743083","7.83102766798419","4.34782608695652","67.4407114624506","75302","9527","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037576904","06","037","576904","3330","518","3330","922","566","9","181","0","11","122","1519","2408","72.3123123123123","27.6876876876877","16.996996996997","5.43543543543544","45.6156156156156","72442","12020","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577000","06","037","577000","7177","1089","7177","2477","886","0","656","182","37","395","2544","4700","65.4869722725373","34.5130277274627","12.3449909432911","9.1403093214435","35.4465654173053","85020","24218","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577100","06","037","577100","7179","842","7179","3548","209","0","426","0","0","356","2640","3631","50.5780749407996","49.4219250592004","2.91126897896643","5.93397409109904","36.7739239448391","97094","19315","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577200","06","037","577200","5432","669","5432","2867","260","25","611","0","230","291","1148","2565","47.220176730486","52.779823269514","4.78645066273932","11.2481590574374","21.1340206185567","109805","3464","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577300","06","037","577300","5869","773","5869","2992","372","104","369","305","34","357","1336","2877","49.0202760265803","50.9797239734197","6.33838814108025","6.28727210768444","22.7636735389334","108548","16283","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577400","06","037","577400","3112","444","3112","2233","98","0","188","0","8","98","487","879","28.245501285347","71.754498714653","3.14910025706941","6.04113110539846","15.6491002570694","137098","24508","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577501","06","037","577501","3209","378","3209","2358","33","8","218","0","27","113","452","851","26.5191648488626","73.4808351511374","1.02835774384543","6.79339358055469","14.085384855095","134896","39281","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577504","06","037","577504","1223","224","1223","871","26","0","83","0","0","44","199","352","28.7816843826656","71.2183156173344","2.12591986917416","6.78659035159444","16.2714636140638","101938","34847","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577602","06","037","577602","3301","308","3301","2156","42","30","232","0","0","108","733","1145","34.6864586488943","65.3135413511057","1.27234171463193","7.02817328082399","22.205392305362","110964","16847","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577604","06","037","577604","1638","419","1638","1144","31","0","23","0","14","170","256","494","30.1587301587302","69.8412698412698","1.89255189255189","1.4041514041514","15.6288156288156","107195","14161","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577605","06","037","577605","4668","608","4668","3530","17","24","234","0","18","104","741","1138","24.3787489288775","75.6212510711225","0.364181662382177","5.01285347043702","15.8740359897172","168750","59385","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577606","06","037","577606","3757","927","3757","2361","90","0","256","17","89","132","812","1396","37.1573063614586","62.8426936385414","2.39552834708544","6.81394729837636","21.6129890870375","140792","10632","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577700","06","037","577700","4652","615","4652","76","760","0","824","44","90","418","2440","4576","98.3662940670679","1.63370593293207","16.3370593293207","17.7128116938951","52.4505588993981","98125","17987","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577800","06","037","577800","4722","605","4722","1023","115","0","294","0","0","39","3251","3699","78.3354510800508","21.6645489199492","2.43540872511648","6.22617534942821","68.847945785684","121250","31774","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037577900","06","037","577900","6928","1052","6928","1572","1399","10","1328","10","131","313","2165","5356","77.3094688221709","22.6905311778291","20.1934180138568","19.1685912240185","31.25","81528","25992","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037578000","06","037","578000","5403","1020","5403","410","444","21","715","15","0","128","3670","4993","92.4116231723117","7.58837682768832","8.2176568573015","13.2333888580418","67.925226725893","58504","19914","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037578100","06","037","578100","2273","47","2273","1098","149","0","414","0","15","94","503","1175","51.6937967443907","48.3062032556093","6.55521337439507","18.2138143422789","22.1293444786626",,,"0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037599000","06","037","599000","3074","202","3074","1491","2","1","4","0","0","0","1576","1583","51.4964216005205","48.5035783994795","0.0650618087182824","0.130123617436565","51.2687052700065","101288","27437","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037599100","06","037","599100","554","214","554","118","16","0","27","0","0","44","349","436","78.7003610108303","21.2996389891697","2.88808664259928","4.87364620938628","62.9963898916968","118882","4156","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600100","06","037","600100","7423","1064","7423","4","1997","13","1","0","12","18","5378","7419","99.9461134312273","0.0538865687727334","26.9028694597871","0.0134716421931833","72.4504917149401","56102","12506","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600201","06","037","600201","4830","835","4830","19","1229","0","1","0","38","4","3539","4811","99.6066252587992","0.393374741200828","25.4451345755694","0.020703933747412","73.2712215320911","64583","22148","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600202","06","037","600202","6670","1283","6670","172","2314","0","0","290","0","73","3821","6498","97.4212893553223","2.57871064467766","34.6926536731634","0","57.2863568215892","33134","15591","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600302","06","037","600302","2678","530","2678","72","1295","0","0","52","0","37","1222","2606","97.31142643764","2.68857356235997","48.3569828230022","0","45.6310679611651","76288","18352","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600303","06","037","600303","4605","869","4605","7","681","148","27","0","119","25","3598","4598","99.8479913137894","0.152008686210641","14.7882736156352","0.586319218241042","78.1324647122693","35573","11914","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600304","06","037","600304","3623","792","3623","61","811","0","0","0","0","61","2690","3562","98.3163124482473","1.68368755175269","22.3847640077284","0","74.2478608887662","61378","5582","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600400","06","037","600400","4294","563","4294","69","2712","0","218","0","98","339","858","4225","98.3931066604565","1.60689333954355","63.1578947368421","5.07685142058687","19.981369352585","41726","27918","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600501","06","037","600501","2478","367","2478","61","1883","0","21","0","32","47","434","2417","97.5383373688458","2.46166263115416","75.9887005649718","0.847457627118644","17.5141242937853","95645","20956","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600601","06","037","600601","2394","317","2394","73","1830","0","0","0","4","80","407","2321","96.9507101086049","3.04928989139515","76.4411027568922","0","17.0008354218881","103333","26579","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600602","06","037","600602","2760","713","2760","12","315","0","31","0","44","72","2286","2748","99.5652173913043","0.434782608695652","11.4130434782609","1.1231884057971","82.8260869565217","66541","6997","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600702","06","037","600702","4704","728","4704","131","3469","0","16","0","10","164","914","4573","97.2151360544218","2.78486394557823","73.7457482993197","0.340136054421769","19.4302721088435","116071","25924","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600703","06","037","600703","1773","237","1773","45","1573","0","90","0","0","54","11","1728","97.4619289340101","2.53807106598985","88.7196841511562","5.0761421319797","0.620417371686407","92826","22022","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600704","06","037","600704","2643","366","2643","275","1739","35","68","0","0","152","374","2368","89.5951570185395","10.4048429814605","65.79644343549","2.57283390087022","14.1505864547862","79630","16740","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600801","06","037","600801","3018","590","3018","134","2383","0","47","0","0","164","290","2884","95.5599734923791","4.44002650762094","78.9595758780649","1.55732273028496","9.60901259111995","139494","45726","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600802","06","037","600802","2570","474","2570","116","1940","0","1","0","0","137","376","2454","95.4863813229572","4.5136186770428","75.4863813229572","0.0389105058365759","14.6303501945525","69018","23397","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600902","06","037","600902","6585","1274","6585","329","3388","0","107","0","141","564","2056","6256","95.0037965072134","4.99620349278664","51.4502657555049","1.62490508731967","31.2224753227031","64163","13467","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600911","06","037","600911","3595","1001","3595","300","677","8","24","0","20","283","2283","3295","91.6550764951321","8.34492350486787","18.8317107093185","0.66759388038943","63.5048678720445","75167","25013","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037600912","06","037","600912","4522","535","4522","392","663","0","0","0","0","105","3362","4130","91.3312693498452","8.6687306501548","14.6616541353383","0","74.3476337903582","77637","8300","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601001","06","037","601001","2614","672","2614","277","975","0","251","0","23","79","1009","2337","89.4032134659526","10.5967865340474","37.2991583779648","9.60214231063504","38.5998469778118","64650","24560","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601002","06","037","601002","5222","706","5222","247","2731","26","45","0","21","177","1975","4975","95.2700114898506","4.72998851014937","52.2979701263884","0.861738797395634","37.8207583301417","62986","23297","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601100","06","037","601100","6188","979","6188","60","2092","0","503","119","25","27","3362","6128","99.0303813833226","0.96961861667744","33.8073691014867","8.12863606981254","54.3309631544926","61563","8198","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601202","06","037","601202","3807","668","3807","107","162","0","270","0","22","34","3212","3700","97.1893879695298","2.81061203047019","4.25531914893617","7.09219858156028","84.3708957184135","88750","18078","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601211","06","037","601211","2907","590","2907","173","1226","0","63","6","0","136","1303","2734","94.0488476092191","5.95115239078087","42.1740626074991","2.1671826625387","44.8228414172687","52788","24843","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601212","06","037","601212","5295","866","5295","270","1336","0","23","0","0","118","3548","5025","94.9008498583569","5.09915014164306","25.2313503305005","0.434372049102927","67.0066100094429","61023","18430","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601301","06","037","601301","2222","267","2222","383","871","0","55","0","0","187","726","1839","82.7632763276328","17.2367236723672","39.1989198919892","2.47524752475248","32.6732673267327","126307","29538","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601302","06","037","601302","6377","895","6377","912","2835","0","173","0","30","372","2055","5465","85.6986043594166","14.3013956405833","44.456641053787","2.7128743923475","32.2251842559197","78608","5724","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601303","06","037","601303","5379","637","5379","291","3112","0","58","0","0","147","1771","5088","94.5900725041829","5.40992749581707","57.85461981781","1.07826733593605","32.9243353783231","43010","15955","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601401","06","037","601401","6057","835","6057","658","1740","54","151","0","266","362","2826","5399","89.1365362390622","10.8634637609378","28.727092620109","2.49298332507842","46.6567607726597","62042","13578","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601402","06","037","601402","4551","746","4551","415","103","0","144","9","0","23","3857","4136","90.8811250274665","9.11887497253351","2.2632388486047","3.1641397495056","84.7506042627994","82917","27204","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601501","06","037","601501","3553","612","3553","19","263","0","126","0","0","173","2972","3534","99.4652406417112","0.53475935828877","7.40219532789192","3.54629890233605","83.6476217281171","52708","12648","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601502","06","037","601502","3218","800","3218","29","49","0","66","0","0","64","3010","3189","99.0988191423244","0.901180857675575","1.52268489745183","2.05096333126165","93.5363579863269","66801","24856","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601600","06","037","601600","3978","490","3978","41","98","0","104","0","0","0","3735","3937","98.9693313222725","1.0306686777275","2.46354952237305","2.61437908496732","93.8914027149321","51250","41870","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601700","06","037","601700","5006","759","5006","109","131","0","204","125","0","0","4437","4897","97.8226128645625","2.17738713543747","2.61685976827807","4.07510986815821","88.6336396324411","52938","14062","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601801","06","037","601801","3082","363","3082","16","52","0","92","0","30","6","2886","3066","99.4808565866321","0.519143413367943","1.68721609344581","2.98507462686567","93.6404931862427","57098","14006","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601802","06","037","601802","3164","492","3164","119","0","4","34","0","55","0","2952","3045","96.2389380530973","3.76106194690265","0","1.07458912768647","93.2996207332491","85590","17905","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037601900","06","037","601900","4498","605","4498","58","817","0","47","0","0","100","3476","4440","98.7105380168964","1.2894619831036","18.1636282792352","1.04490884837706","77.2787905735883","68518","9248","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602002","06","037","602002","3044","547","3044","141","387","0","51","0","12","54","2399","2903","95.3679369250986","4.63206307490145","12.7135348226018","1.6754270696452","78.8107752956636","82770","16731","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602003","06","037","602003","4005","596","4005","92","673","0","46","0","0","0","3194","3913","97.7028714107366","2.29712858926342","16.8039950062422","1.14856429463171","79.7503121098627","77736","10551","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602103","06","037","602103","5527","664","5527","211","1344","0","199","0","0","3","3770","5316","96.1823774199385","3.81762258006152","24.3169893251312","3.60050660394427","68.2106024968337","56660","10083","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602104","06","037","602104","5401","796","5401","211","815","0","272","0","0","145","3958","5190","96.0933160525828","3.90668394741714","15.0897981855212","5.03610442510646","73.2827254212183","71959","17772","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602105","06","037","602105","4255","591","4255","285","1112","70","108","44","6","117","2513","3970","93.3019976498237","6.69800235017626","26.1339600470035","2.53819036427732","59.0599294947121","64276","13127","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602106","06","037","602106","5992","1150","5992","489","1091","0","897","33","0","406","3076","5503","91.8391188251001","8.16088117489987","18.2076101468625","14.9699599465955","51.3351134846462","84431","9950","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602201","06","037","602201","4458","699","4458","1174","532","0","894","0","13","312","1533","3284","73.6653207716465","26.3346792283535","11.9336025123374","20.0538358008075","34.3876177658143","141857","19572","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602202","06","037","602202","2728","799","2728","400","70","0","479","0","0","203","1576","2328","85.3372434017595","14.6627565982405","2.56598240469208","17.558651026393","57.7712609970675","81719","26844","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602301","06","037","602301","6936","970","6936","2026","223","0","723","0","0","425","3539","4910","70.7900807381776","29.2099192618224","3.21510957324106","10.423875432526","51.0236447520185","130163","26548","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602302","06","037","602302","4651","467","4651","2392","66","0","1097","29","0","318","749","2259","48.5701999569985","51.4298000430015","1.41904966673834","23.5863255213932","16.1040636422275","176066","17749","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602402","06","037","602402","6969","1188","6969","1449","202","1","380","0","0","171","4766","5520","79.2079207920792","20.7920792079208","2.89855072463768","5.45271918496197","68.3885779882336","102917","23703","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602403","06","037","602403","3969","427","3969","370","630","0","257","13","41","19","2639","3599","90.6777525825145","9.32224741748551","15.8730158730159","6.47518266565886","66.4902998236332","74883","18089","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602404","06","037","602404","5636","1095","5636","178","1006","0","474","183","0","104","3691","5458","96.8417317246274","3.1582682753726","17.8495386799148","8.41022001419446","65.4897090134847","56165","11362","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602504","06","037","602504","4681","519","4681","252","1391","20","259","0","87","123","2549","4429","94.6165349284341","5.3834650715659","29.7158726767785","5.53300576799829","54.4541764580218","64984","19849","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602505","06","037","602505","4459","587","4459","188","862","0","132","0","81","152","3044","4271","95.783808028706","4.21619197129401","19.3316887194438","2.96030500112133","68.2664274501009","66250","13306","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602506","06","037","602506","4296","484","4296","108","1589","0","125","0","120","204","2150","4188","97.4860335195531","2.51396648044693","36.987895716946","2.9096834264432","50.0465549348231","76826","16072","0",,"0","0","0","0","0",,,,,"0","PFOA"
"06037602507","06","037","602507","4574","571","4574","111","2007","1","256","5","39","99","2056","4463","97.5732400524705","2.42675994752951","43.8784433756012","5.59685177087888","44.949715784871","51446","9596","0",,"0","0","0","0","0",,,,,"0","PFOA"
